Ensembl Gene ID	Unigene ID
ENSG00000136444	Hs.8033
ENSG00000136449	Hs.398196
ENSG00000136463	
ENSG00000136478	Hs.605961
ENSG00000136478	Hs.175414
ENSG00000136485	Hs.410596
ENSG00000136485	Hs.731763
ENSG00000136521	Hs.730674
ENSG00000136522	
ENSG00000136541	Hs.443894
ENSG00000136560	Hs.132257
ENSG00000136560	Hs.715913
ENSG00000136628	Hs.608579
ENSG00000136628	Hs.497788
ENSG00000136631	Hs.535144
ENSG00000136634	Hs.193717
ENSG00000136699	Hs.516450
ENSG00000136699	Hs.739107
ENSG00000136709	Hs.604360
ENSG00000136709	Hs.554831
ENSG00000136709	Hs.345849
ENSG00000136709	Hs.639701
ENSG00000136709	Hs.700855
ENSG00000136710	Hs.104203
ENSG00000136715	Hs.32995
ENSG00000136718	Hs.91579
ENSG00000136718	Hs.618071
ENSG00000136732	Hs.59138
ENSG00000136732	Hs.706982
ENSG00000136758	Hs.598552
ENSG00000136758	Hs.707548
ENSG00000136813	Hs.368255
ENSG00000136819	Hs.278429
ENSG00000136819	Hs.676869
ENSG00000136824	Hs.119023
ENSG00000136874	Hs.612700
ENSG00000136874	Hs.704031
ENSG00000136877	Hs.335084
ENSG00000136883	Hs.28149
ENSG00000136883	Hs.737403
ENSG00000136891	Hs.494648
ENSG00000136897	Hs.713644
ENSG00000136908	Hs.108973
ENSG00000136925	Hs.723236
ENSG00000136929	Hs.176626
ENSG00000136932	
ENSG00000136935	Hs.133469
ENSG00000136935	Hs.613701
ENSG00000136936	Hs.654364
ENSG00000136937	Hs.595669
ENSG00000136937	Hs.686479
ENSG00000136942	
ENSG00000136982	Hs.315167
ENSG00000136982	Hs.700072
ENSG00000137033	Hs.614903
ENSG00000137033	Hs.731660
ENSG00000137038	Hs.600470
ENSG00000137038	Hs.7517
ENSG00000137054	
ENSG00000137055	Hs.595012
ENSG00000137055	Hs.27182
ENSG00000137077	
ENSG00000137078	
ENSG00000137098	Hs.256747
ENSG00000137100	Hs.737671
ENSG00000137101	
ENSG00000137106	Hs.155742
ENSG00000137135	Hs.534579
ENSG00000137135	Hs.733084
ENSG00000137154	Hs.620064
ENSG00000137197	Hs.556031
ENSG00000137207	Hs.468519
ENSG00000137274	Hs.733339
ENSG00000137288	Hs.93235
ENSG00000137288	Hs.613929
ENSG00000137288	Hs.737283
ENSG00000137288	Hs.745020
ENSG00000137309	
ENSG00000137310	Hs.598218
ENSG00000137310	Hs.584807
ENSG00000137313	Hs.610540
ENSG00000137313	Hs.731863
ENSG00000137331	
ENSG00000137332	Hs.631988
ENSG00000137332	Hs.739208
ENSG00000137343	Hs.654798
ENSG00000137345	Hs.141308
ENSG00000137364	Hs.606141
ENSG00000137364	Hs.444319
ENSG00000137364	Hs.660747
ENSG00000137384	Hs.606488
ENSG00000137384	Hs.591789
ENSG00000137392	
ENSG00000137394	Hs.613209
ENSG00000137394	Hs.709483
ENSG00000137397	Hs.493275
ENSG00000137397	Hs.732862
ENSG00000137403	Hs.519972
ENSG00000137403	Hs.700263
ENSG00000137404	Hs.519993
ENSG00000137404	Hs.739191
ENSG00000137413	Hs.520122
ENSG00000137413	Hs.671858
ENSG00000137413	Hs.694242
ENSG00000137414	Hs.606848
ENSG00000137414	Hs.95260
ENSG00000137440	Hs.1690
ENSG00000137440	Hs.734516
ENSG00000137441	Hs.98785
ENSG00000137463	Hs.710036
ENSG00000137473	Hs.378893
ENSG00000137492	Hs.503315
ENSG00000137492	Hs.619244
ENSG00000137496	Hs.591967
ENSG00000137497	Hs.594032
ENSG00000137497	Hs.325978
ENSG00000137497	Hs.632934
ENSG00000137504	Hs.535319
ENSG00000137504	Hs.703769
ENSG00000137513	Hs.503389
ENSG00000137547	Hs.18349
ENSG00000137563	Hs.78619
ENSG00000137574	Hs.606306
ENSG00000137574	Hs.335068
ENSG00000137656	Hs.437341
ENSG00000137691	Hs.98328
ENSG00000137700	Hs.719203
ENSG00000137720	Hs.17546
ENSG00000137731	Hs.666543
ENSG00000137731	Hs.737551
ENSG00000137804	Hs.603916
ENSG00000137804	Hs.615092
ENSG00000137806	Hs.593144
ENSG00000137806	Hs.106529
ENSG00000137812	Hs.181855
ENSG00000137814	Hs.603340
ENSG00000137814	Hs.14347
ENSG00000137814	Hs.613904
ENSG00000137815	Hs.511096
ENSG00000137815	Hs.713888
ENSG00000137818	Hs.560624
ENSG00000137818	Hs.633324
ENSG00000137818	Hs.731602
ENSG00000137842	Hs.511175
ENSG00000137868	Hs.24553
ENSG00000137875	Hs.283672
ENSG00000137876	
ENSG00000137880	
ENSG00000137947	Hs.481852
ENSG00000137947	Hs.608744
ENSG00000138002	Hs.127401
ENSG00000138028	Hs.159525
ENSG00000138030	Hs.567297
ENSG00000138035	Hs.388733
ENSG00000138035	Hs.639774
ENSG00000138035	Hs.673273
ENSG00000138036	Hs.371597
ENSG00000138073	Hs.279784
ENSG00000138085	
ENSG00000138092	Hs.731569
ENSG00000138092	Hs.732476
ENSG00000138095	Hs.368084
ENSG00000138095	Hs.635473
ENSG00000138111	Hs.309069
ENSG00000138138	Hs.602558
ENSG00000138138	Hs.595635
ENSG00000138138	Hs.593514
ENSG00000138138	Hs.435948
ENSG00000138161	Hs.647182
ENSG00000138180	Hs.597408
ENSG00000138180	Hs.14559
ENSG00000138207	
ENSG00000138231	Hs.477700
ENSG00000138231	Hs.630625
ENSG00000138246	Hs.607035
ENSG00000138246	Hs.12707
ENSG00000138293	Hs.643658
ENSG00000138293	Hs.647973
ENSG00000138293	Hs.709644
ENSG00000138294	
ENSG00000138303	Hs.607176
ENSG00000138303	Hs.500007
ENSG00000138326	Hs.356794
ENSG00000138326	Hs.280130
ENSG00000138346	Hs.598180
ENSG00000138346	Hs.532446
ENSG00000138363	Hs.90280
ENSG00000138380	
ENSG00000138381	Hs.594874
ENSG00000138381	Hs.101364
ENSG00000138381	Hs.619073
ENSG00000138382	
ENSG00000138430	Hs.157351
ENSG00000138430	Hs.614236
ENSG00000138433	Hs.632531
ENSG00000138449	Hs.643005
ENSG00000138449	Hs.708414
ENSG00000138449	Hs.718111
ENSG00000138483	Hs.164799
ENSG00000138495	
ENSG00000138587	Hs.444483
ENSG00000138604	Hs.183006
ENSG00000138614	Hs.6686
ENSG00000138617	Hs.30634
ENSG00000138617	Hs.614133
ENSG00000138617	Hs.618971
ENSG00000138621	Hs.458922
ENSG00000138621	Hs.640486
ENSG00000138629	Hs.334713
ENSG00000138660	Hs.606210
ENSG00000138660	Hs.435991
ENSG00000138663	Hs.190384
ENSG00000138663	Hs.684069
ENSG00000138684	
ENSG00000138686	Hs.591694
ENSG00000138688	Hs.595678
ENSG00000138688	Hs.408142
ENSG00000138688	Hs.743016
ENSG00000138698	Hs.132858
ENSG00000138698	Hs.701182
ENSG00000138738	Hs.630705
ENSG00000138738	Hs.659137
ENSG00000138738	Hs.666782
ENSG00000138750	Hs.430435
ENSG00000138750	Hs.740016
ENSG00000138768	Hs.292689
ENSG00000138768	Hs.706577
ENSG00000138768	Hs.739305
ENSG00000138768	Hs.744877
ENSG00000138780	Hs.603751
ENSG00000138780	Hs.161429
ENSG00000138785	Hs.480454
ENSG00000138813	Hs.97501
ENSG00000138823	Hs.195799
ENSG00000138823	Hs.739646
ENSG00000138867	Hs.9850
ENSG00000138944	Hs.6829
ENSG00000138944	Hs.713488
ENSG00000139131	Hs.505231
ENSG00000139146	Hs.604653
ENSG00000139146	Hs.505154
ENSG00000139146	Hs.702800
ENSG00000139146	Hs.729794
ENSG00000139154	Hs.595408
ENSG00000139154	Hs.126497
ENSG00000139160	Hs.619946
ENSG00000139160	Hs.740628
ENSG00000139168	Hs.496279
ENSG00000139168	Hs.622043
ENSG00000139173	Hs.444668
ENSG00000139193	Hs.355307
ENSG00000139200	Hs.44067
ENSG00000139233	Hs.730292
ENSG00000139233	Hs.743176
ENSG00000139291	Hs.644802
ENSG00000139291	Hs.723357
ENSG00000139291	Hs.735811
ENSG00000139344	Hs.424907
ENSG00000139350	Hs.270084
ENSG00000139350	Hs.743848
ENSG00000139351	Hs.506504
ENSG00000139372	Hs.596784
ENSG00000139372	Hs.584809
ENSG00000139372	Hs.173824
ENSG00000139372	Hs.707510
ENSG00000139405	Hs.524762
ENSG00000139428	Hs.610069
ENSG00000139433	Hs.381256
ENSG00000139437	Hs.603032
ENSG00000139437	Hs.410924
ENSG00000139437	Hs.659826
ENSG00000139437	Hs.686678
ENSG00000139437	Hs.733214
ENSG00000139496	Hs.566317
ENSG00000139496	Hs.507537
ENSG00000139496	Hs.744399
ENSG00000139531	
ENSG00000139537	Hs.512805
ENSG00000139572	Hs.306199
ENSG00000139574	
ENSG00000139618	Hs.34012
ENSG00000139637	
ENSG00000139644	Hs.618803
ENSG00000139644	Hs.743965
ENSG00000139656	Hs.534877
ENSG00000139656	Hs.730073
ENSG00000139684	Hs.432491
ENSG00000139684	Hs.705424
ENSG00000139726	Hs.22393
ENSG00000139767	Hs.744964
ENSG00000139971	Hs.535420
ENSG00000139971	Hs.656603
ENSG00000139977	Hs.168162
ENSG00000139977	Hs.165465
ENSG00000139977	Hs.610231
ENSG00000139977	Hs.717806
ENSG00000139990	Hs.509780
ENSG00000139990	Hs.614230
ENSG00000139990	Hs.708592
ENSG00000139998	Hs.512492
ENSG00000140006	Hs.615880
ENSG00000140006	Hs.655666
ENSG00000140006	Hs.741323
ENSG00000140025	Hs.123232
ENSG00000140025	Hs.722963
ENSG00000140025	Hs.734065
ENSG00000140025	Hs.738529
ENSG00000140057	Hs.622095
ENSG00000140057	Hs.667462
ENSG00000140067	Hs.525550
ENSG00000140104	Hs.27183
ENSG00000140104	Hs.614056
ENSG00000140105	Hs.497599
ENSG00000140105	Hs.736264
ENSG00000140259	Hs.61418
ENSG00000140259	Hs.706462
ENSG00000140263	Hs.600174
ENSG00000140264	Hs.424126
ENSG00000140307	Hs.512934
ENSG00000140307	Hs.659801
ENSG00000140319	Hs.661971
ENSG00000140320	Hs.22109
ENSG00000140326	Hs.599232
ENSG00000140326	Hs.437819
ENSG00000140365	Hs.351327
ENSG00000140365	Hs.638228
ENSG00000140374	Hs.39925
ENSG00000140374	Hs.708509
ENSG00000140379	
ENSG00000140386	Hs.606358
ENSG00000140386	Hs.458986
ENSG00000140386	Hs.719518
ENSG00000140398	Hs.512732
ENSG00000140398	Hs.741722
ENSG00000140400	
ENSG00000140451	Hs.112160
ENSG00000140464	Hs.593486
ENSG00000140464	Hs.526464
ENSG00000140471	Hs.105633
ENSG00000140471	Hs.614534
ENSG00000140471	Hs.622511
ENSG00000140471	Hs.709044
ENSG00000140481	
ENSG00000140521	Hs.706868
ENSG00000140525	Hs.513126
ENSG00000140527	Hs.177557
ENSG00000140534	Hs.441708
ENSG00000140543	Hs.690871
ENSG00000140598	Hs.459114
ENSG00000140688	
ENSG00000140691	Hs.732945
ENSG00000140718	Hs.528833
ENSG00000140718	Hs.636768
ENSG00000140749	Hs.530902
ENSG00000140749	Hs.671627
ENSG00000140832	Hs.513706
ENSG00000140905	Hs.546256
ENSG00000140905	Hs.488363
ENSG00000140905	Hs.730564
ENSG00000140932	Hs.195685
ENSG00000140939	
ENSG00000140943	Hs.596527
ENSG00000140943	Hs.75890
ENSG00000140988	Hs.661002
ENSG00000140988	Hs.679928
ENSG00000140988	Hs.721310
ENSG00000140988	Hs.721320
ENSG00000140988	Hs.745496
ENSG00000140990	
ENSG00000140992	Hs.595515
ENSG00000140992	Hs.459691
ENSG00000140992	Hs.641816
ENSG00000140992	Hs.709110
ENSG00000141002	
ENSG00000141013	Hs.431792
ENSG00000141013	Hs.739124
ENSG00000141026	Hs.244595
ENSG00000141030	Hs.6076
ENSG00000141034	Hs.187422
ENSG00000141076	Hs.461113
ENSG00000141076	Hs.713580
ENSG00000141076	Hs.713853
ENSG00000141101	
ENSG00000141141	Hs.597523
ENSG00000141141	Hs.590937
ENSG00000141141	Hs.408452
ENSG00000141141	Hs.637104
ENSG00000141219	Hs.12929
ENSG00000141252	Hs.594232
ENSG00000141252	Hs.461819
ENSG00000141252	Hs.627072
ENSG00000141252	Hs.655880
ENSG00000141252	Hs.691997
ENSG00000141255	Hs.351068
ENSG00000141371	Hs.129312
ENSG00000141376	Hs.655028
ENSG00000141376	Hs.735646
ENSG00000141376	Hs.735912
ENSG00000141378	Hs.12677
ENSG00000141385	Hs.627262
ENSG00000141385	Hs.726355
ENSG00000141385	Hs.732812
ENSG00000141428	Hs.37883
ENSG00000141428	Hs.735673
ENSG00000141452	
ENSG00000141456	Hs.744899
ENSG00000141497	Hs.47223
ENSG00000141497	Hs.742549
ENSG00000141499	Hs.408312
ENSG00000141499	Hs.735124
ENSG00000141519	Hs.202542
ENSG00000141519	Hs.690836
ENSG00000141552	
ENSG00000141556	Hs.464391
ENSG00000141564	Hs.133044
ENSG00000141574	Hs.558009
ENSG00000141577	
ENSG00000141627	Hs.162996
ENSG00000141627	Hs.712287
ENSG00000141644	Hs.405610
ENSG00000141644	Hs.732970
ENSG00000141665	Hs.664011
ENSG00000141665	Hs.734532
ENSG00000141682	Hs.96
ENSG00000141682	Hs.622958
ENSG00000141741	Hs.333526
ENSG00000141854	
ENSG00000141933	Hs.630076
ENSG00000142039	Hs.437497
ENSG00000142102	Hs.353181
ENSG00000142186	Hs.238839
ENSG00000142207	Hs.473611
ENSG00000142230	Hs.620309
ENSG00000142252	Hs.466919
ENSG00000142252	Hs.619175
ENSG00000142444	Hs.600537
ENSG00000142444	Hs.579787
ENSG00000142534	Hs.731623
ENSG00000142538	Hs.339845
ENSG00000142541	Hs.631728
ENSG00000142544	Hs.148425
ENSG00000142546	Hs.7236
ENSG00000142609	Hs.259619
ENSG00000142609	Hs.232092
ENSG00000142621	Hs.659997
ENSG00000142621	Hs.719805
ENSG00000142621	Hs.734929
ENSG00000142655	Hs.149983
ENSG00000142657	Hs.464071
ENSG00000142676	
ENSG00000142684	
ENSG00000142686	Hs.112023
ENSG00000142698	Hs.194610
ENSG00000142751	Hs.648440
ENSG00000142856	
ENSG00000142867	Hs.193516
ENSG00000142867	Hs.618972
ENSG00000142937	
ENSG00000143001	Hs.663950
ENSG00000143067	Hs.381105
ENSG00000143106	Hs.485246
ENSG00000143106	Hs.619646
ENSG00000143106	Hs.624645
ENSG00000143106	Hs.720641
ENSG00000143107	Hs.258253
ENSG00000143110	Hs.288010
ENSG00000143155	
ENSG00000143157	Hs.559612
ENSG00000143157	Hs.432752
ENSG00000143157	Hs.622240
ENSG00000143157	Hs.743738
ENSG00000143158	Hs.517768
ENSG00000143158	Hs.635673
ENSG00000143158	Hs.636120
ENSG00000143183	Hs.93832
ENSG00000143194	Hs.651245
ENSG00000143196	Hs.80552
ENSG00000143198	Hs.675411
ENSG00000143199	Hs.320892
ENSG00000143222	Hs.568499
ENSG00000143222	Hs.301412
ENSG00000143224	
ENSG00000143228	Hs.613221
ENSG00000143228	Hs.651950
ENSG00000143252	Hs.444472
ENSG00000143252	Hs.632231
ENSG00000143252	Hs.711955
ENSG00000143256	
ENSG00000143294	Hs.516948
ENSG00000143294	Hs.609662
ENSG00000143294	Hs.678281
ENSG00000143314	
ENSG00000143315	Hs.552810
ENSG00000143324	Hs.608150
ENSG00000143324	Hs.598681
ENSG00000143324	Hs.227656
ENSG00000143324	Hs.623603
ENSG00000143363	Hs.78524
ENSG00000143363	Hs.745375
ENSG00000143369	Hs.81071
ENSG00000143384	Hs.540402
ENSG00000143384	Hs.623586
ENSG00000143384	Hs.632486
ENSG00000143393	Hs.607923
ENSG00000143416	Hs.632460
ENSG00000143436	
ENSG00000143443	Hs.549171
ENSG00000143476	Hs.606773
ENSG00000143476	Hs.656473
ENSG00000143486	Hs.497581
ENSG00000143486	Hs.733293
ENSG00000143493	Hs.369285
ENSG00000143493	Hs.629852
ENSG00000143498	Hs.153088
ENSG00000143498	Hs.736238
ENSG00000143543	
ENSG00000143546	
ENSG00000143553	
ENSG00000143575	
ENSG00000143612	Hs.287471
ENSG00000143624	Hs.516522
ENSG00000143633	Hs.556017
ENSG00000143633	Hs.743464
ENSG00000143653	Hs.601016
ENSG00000143653	Hs.498397
ENSG00000143727	
ENSG00000143740	Hs.325081
ENSG00000143740	Hs.624960
ENSG00000143742	
ENSG00000143748	Hs.497867
ENSG00000143756	Hs.606626
ENSG00000143756	Hs.64691
ENSG00000143756	Hs.713992
ENSG00000143793	Hs.445952
ENSG00000143793	Hs.624095
ENSG00000143793	Hs.627198
ENSG00000143793	Hs.745295
ENSG00000143819	Hs.89649
ENSG00000143819	Hs.741803
ENSG00000143891	Hs.596752
ENSG00000143891	Hs.435012
ENSG00000143919	Hs.594388
ENSG00000143919	Hs.468349
ENSG00000143919	Hs.677439
ENSG00000143947	
ENSG00000143951	Hs.414952
ENSG00000143951	Hs.664862
ENSG00000143952	Hs.622051
ENSG00000143971	Hs.353022
ENSG00000143977	
ENSG00000144021	
ENSG00000144029	Hs.655259
ENSG00000144031	Hs.512744
ENSG00000144034	Hs.157401
ENSG00000144061	Hs.280388
ENSG00000144120	
ENSG00000144152	Hs.437696
ENSG00000144182	Hs.685390
ENSG00000144182	Hs.719172
ENSG00000144182	Hs.739177
ENSG00000144231	Hs.715348
ENSG00000144231	Hs.742327
ENSG00000144320	Hs.595566
ENSG00000144320	Hs.209561
ENSG00000144320	Hs.707477
ENSG00000144381	Hs.581438
ENSG00000144381	Hs.655390
ENSG00000144395	Hs.132519
ENSG00000144406	Hs.396201
ENSG00000144468	Hs.471514
ENSG00000144468	Hs.700221
ENSG00000144468	Hs.700965
ENSG00000144504	Hs.656615
ENSG00000144504	Hs.739279
ENSG00000144554	Hs.208388
ENSG00000144554	Hs.682425
ENSG00000144559	
ENSG00000144560	
ENSG00000144580	Hs.703862
ENSG00000144659	Hs.606636
ENSG00000144659	Hs.369615
ENSG00000144671	Hs.165559
ENSG00000144674	Hs.595282
ENSG00000144674	Hs.344151
ENSG00000144713	Hs.265174
ENSG00000144713	Hs.711399
ENSG00000144730	Hs.150725
ENSG00000144736	Hs.606584
ENSG00000144736	Hs.660847
ENSG00000144736	Hs.714543
ENSG00000144741	Hs.379386
ENSG00000144741	Hs.648522
ENSG00000144744	Hs.154320
ENSG00000144744	Hs.625115
ENSG00000144747	Hs.598046
ENSG00000144747	Hs.267632
ENSG00000144747	Hs.694341
ENSG00000144827	Hs.745285
ENSG00000144840	Hs.444360
ENSG00000144848	Hs.477126
ENSG00000144848	Hs.639931
ENSG00000144867	Hs.12152
ENSG00000144867	Hs.707804
ENSG00000144868	Hs.191616
ENSG00000144895	Hs.655782
ENSG00000144962	Hs.444236
ENSG00000145014	Hs.478729
ENSG00000145020	Hs.102
ENSG00000145022	Hs.517962
ENSG00000145022	Hs.739127
ENSG00000145029	Hs.191460
ENSG00000145040	Hs.631914
ENSG00000145041	Hs.716623
ENSG00000145075	Hs.712820
ENSG00000145075	Hs.734332
ENSG00000145075	Hs.734668
ENSG00000145191	Hs.608550
ENSG00000145191	Hs.283551
ENSG00000145216	Hs.624245
ENSG00000145220	Hs.425427
ENSG00000145241	Hs.479867
ENSG00000145241	Hs.623835
ENSG00000145241	Hs.642389
ENSG00000145293	Hs.603889
ENSG00000145293	Hs.18442
ENSG00000145309	Hs.120316
ENSG00000145337	Hs.26136
ENSG00000145337	Hs.743393
ENSG00000145365	Hs.310640
ENSG00000145365	Hs.626166
ENSG00000145388	Hs.596872
ENSG00000145388	Hs.171397
ENSG00000145388	Hs.612520
ENSG00000145388	Hs.657806
ENSG00000145388	Hs.745170
ENSG00000145391	Hs.595666
ENSG00000145391	Hs.480792
ENSG00000145391	Hs.618879
ENSG00000145391	Hs.685116
ENSG00000145391	Hs.706992
ENSG00000145414	Hs.129095
ENSG00000145425	Hs.606561
ENSG00000145425	Hs.710718
ENSG00000145494	
ENSG00000145545	Hs.552
ENSG00000145545	Hs.618502
ENSG00000145592	Hs.80545
ENSG00000145592	Hs.668276
ENSG00000145592	Hs.731513
ENSG00000145592	Hs.733418
ENSG00000145604	Hs.23348
ENSG00000145604	Hs.658694
ENSG00000145708	Hs.115617
ENSG00000145708	Hs.732643
ENSG00000145723	Hs.24088
ENSG00000145730	Hs.369430
ENSG00000145730	Hs.707043
ENSG00000145730	Hs.738567
ENSG00000145734	Hs.258272
ENSG00000145757	Hs.50499
ENSG00000145777	Hs.389874
ENSG00000145777	Hs.612063
ENSG00000145781	Hs.603323
ENSG00000145781	Hs.732455
ENSG00000145782	Hs.712772
ENSG00000145782	Hs.737358
ENSG00000145824	Hs.599465
ENSG00000145824	Hs.483444
ENSG00000145826	Hs.512580
ENSG00000145839	
ENSG00000145868	Hs.483772
ENSG00000145868	Hs.671455
ENSG00000145868	Hs.702815
ENSG00000145879	Hs.244569
ENSG00000145912	
ENSG00000145965	Hs.150858
ENSG00000145975	Hs.602686
ENSG00000145975	Hs.657342
ENSG00000145979	Hs.484678
ENSG00000145979	Hs.736993
ENSG00000146007	Hs.350194
ENSG00000146049	Hs.697888
ENSG00000146049	Hs.733896
ENSG00000146085	Hs.598713
ENSG00000146085	Hs.485527
ENSG00000146085	Hs.653296
ENSG00000146109	Hs.254406
ENSG00000146143	Hs.654580
ENSG00000146143	Hs.682700
ENSG00000146143	Hs.744265
ENSG00000146147	Hs.591803
ENSG00000146166	Hs.604302
ENSG00000146166	Hs.609918
ENSG00000146243	Hs.630769
ENSG00000146243	Hs.656212
ENSG00000146243	Hs.658279
ENSG00000146243	Hs.690105
ENSG00000146263	Hs.598926
ENSG00000146263	Hs.444292
ENSG00000146263	Hs.641979
ENSG00000146267	Hs.573245
ENSG00000146281	Hs.356247
ENSG00000146350	Hs.121396
ENSG00000146350	Hs.612204
ENSG00000146350	Hs.738569
ENSG00000146373	Hs.368639
ENSG00000146373	Hs.269388
ENSG00000146373	Hs.622701
ENSG00000146373	Hs.656715
ENSG00000146373	Hs.661833
ENSG00000146386	Hs.600861
ENSG00000146414	Hs.631178
ENSG00000146414	Hs.693012
ENSG00000146414	Hs.723297
ENSG00000146433	Hs.602503
ENSG00000146433	Hs.99145
ENSG00000146457	Hs.657898
ENSG00000146457	Hs.708272
ENSG00000146476	Hs.593169
ENSG00000146476	Hs.15929
ENSG00000146521	Hs.520583
ENSG00000146540	Hs.653258
ENSG00000146540	Hs.732316
ENSG00000146576	
ENSG00000146670	Hs.434886
ENSG00000146701	Hs.520967
ENSG00000146701	Hs.689470
ENSG00000146733	Hs.512656
ENSG00000146802	Hs.606345
ENSG00000146802	Hs.601594
ENSG00000146802	Hs.308982
ENSG00000146802	Hs.121847
ENSG00000146802	Hs.622291
ENSG00000146802	Hs.709689
ENSG00000146826	Hs.533139
ENSG00000146834	Hs.178011
ENSG00000146842	Hs.267245
ENSG00000146842	Hs.707738
ENSG00000146857	Hs.592279
ENSG00000146858	Hs.659143
ENSG00000146859	Hs.521213
ENSG00000146909	Hs.15825
ENSG00000146909	Hs.697521
ENSG00000146918	Hs.18616
ENSG00000147121	
ENSG00000147123	
ENSG00000147144	Hs.522643
ENSG00000147168	
ENSG00000147174	Hs.135167
ENSG00000147183	Hs.458292
ENSG00000147231	Hs.598630
ENSG00000147231	Hs.274267
ENSG00000147316	Hs.656769
ENSG00000147378	Hs.602245
ENSG00000147419	Hs.445512
ENSG00000147419	Hs.624747
ENSG00000147421	Hs.591836
ENSG00000147421	Hs.609468
ENSG00000147437	Hs.82963
ENSG00000147439	Hs.433722
ENSG00000147457	Hs.5019
ENSG00000147471	Hs.593856
ENSG00000147471	Hs.304792
ENSG00000147471	Hs.636628
ENSG00000147536	Hs.656996
ENSG00000147571	Hs.75294
ENSG00000147576	Hs.720023
ENSG00000147586	Hs.521124
ENSG00000147592	Hs.595681
ENSG00000147592	Hs.118554
ENSG00000147649	Hs.604038
ENSG00000147649	Hs.602348
ENSG00000147649	Hs.377155
ENSG00000147649	Hs.617671
ENSG00000147654	Hs.409368
ENSG00000147669	Hs.665638
ENSG00000147677	Hs.492599
ENSG00000147677	Hs.23606
ENSG00000147677	Hs.694542
ENSG00000147677	Hs.739650
ENSG00000147679	Hs.601707
ENSG00000147679	Hs.86970
ENSG00000147684	
ENSG00000147799	Hs.148988
ENSG00000147813	Hs.493164
ENSG00000147854	Hs.493401
ENSG00000147874	Hs.594314
ENSG00000147874	Hs.547758
ENSG00000147874	Hs.533468
ENSG00000147874	Hs.682466
ENSG00000147874	Hs.713815
ENSG00000147894	Hs.493639
ENSG00000147894	Hs.620104
ENSG00000147894	Hs.707217
ENSG00000147894	Hs.737447
ENSG00000147905	
ENSG00000147955	Hs.522087
ENSG00000148019	Hs.374421
ENSG00000148019	Hs.733800
ENSG00000148057	Hs.530261
ENSG00000148153	Hs.536958
ENSG00000148153	Hs.658575
ENSG00000148153	Hs.697751
ENSG00000148153	Hs.733029
ENSG00000148154	Hs.596626
ENSG00000148154	Hs.593014
ENSG00000148154	Hs.304249
ENSG00000148154	Hs.708355
ENSG00000148154	Hs.710686
ENSG00000148187	Hs.368011
ENSG00000148187	Hs.735577
ENSG00000148218	Hs.1227
ENSG00000148248	Hs.512465
ENSG00000148248	Hs.714490
ENSG00000148290	
ENSG00000148291	
ENSG00000148296	Hs.274430
ENSG00000148297	Hs.78354
ENSG00000148297	Hs.619266
ENSG00000148303	Hs.518936
ENSG00000148303	Hs.717500
ENSG00000148308	Hs.495417
ENSG00000148331	
ENSG00000148334	Hs.495219
ENSG00000148337	Hs.212395
ENSG00000148362	Hs.409582
ENSG00000148386	Hs.532679
ENSG00000148399	Hs.736108
ENSG00000148426	Hs.435775
ENSG00000148426	Hs.624420
ENSG00000148444	Hs.534398
ENSG00000148572	Hs.449628
ENSG00000148572	Hs.727033
ENSG00000148655	Hs.586682
ENSG00000148655	Hs.118161
ENSG00000148655	Hs.679676
ENSG00000148655	Hs.690504
ENSG00000148655	Hs.698311
ENSG00000148671	
ENSG00000148688	Hs.139120
ENSG00000148688	Hs.613824
ENSG00000148690	Hs.586650
ENSG00000148690	Hs.622576
ENSG00000148690	Hs.641669
ENSG00000148735	Hs.228320
ENSG00000148773	Hs.607822
ENSG00000148773	Hs.80976
ENSG00000148803	
ENSG00000148814	Hs.119897
ENSG00000148843	Hs.239499
ENSG00000148843	Hs.701461
ENSG00000148926	Hs.441047
ENSG00000148950	Hs.502223
ENSG00000148985	Hs.614339
ENSG00000149021	
ENSG00000149089	Hs.600666
ENSG00000149089	Hs.447794
ENSG00000149089	Hs.710777
ENSG00000149090	Hs.55044
ENSG00000149100	Hs.502244
ENSG00000149100	Hs.635554
ENSG00000149100	Hs.642454
ENSG00000149100	Hs.654746
ENSG00000149100	Hs.685481
ENSG00000149115	Hs.530730
ENSG00000149179	
ENSG00000149196	Hs.283322
ENSG00000149196	Hs.678085
ENSG00000149201	Hs.144913
ENSG00000149201	Hs.631047
ENSG00000149218	Hs.594553
ENSG00000149218	Hs.167115
ENSG00000149231	Hs.525088
ENSG00000149231	Hs.699470
ENSG00000149257	Hs.596449
ENSG00000149257	Hs.628639
ENSG00000149262	Hs.601988
ENSG00000149262	Hs.533723
ENSG00000149273	Hs.609293
ENSG00000149273	Hs.617361
ENSG00000149273	Hs.718347
ENSG00000149300	
ENSG00000149308	Hs.171061
ENSG00000149311	Hs.367437
ENSG00000149311	Hs.658151
ENSG00000149311	Hs.710771
ENSG00000149313	Hs.600300
ENSG00000149313	Hs.524009
ENSG00000149313	Hs.622217
ENSG00000149346	Hs.668782
ENSG00000149357	
ENSG00000149443	
ENSG00000149474	Hs.613726
ENSG00000149474	Hs.629115
ENSG00000149474	Hs.728790
ENSG00000149476	Hs.6278
ENSG00000149476	Hs.739680
ENSG00000149483	Hs.406530
ENSG00000149503	Hs.142179
ENSG00000149547	Hs.643514
ENSG00000149547	Hs.744467
ENSG00000149548	Hs.287555
