Ensembl Gene ID	Unigene ID
ENSG00000171766	Hs.75335
ENSG00000171766	Hs.613724
ENSG00000171766	Hs.668358
ENSG00000171790	Hs.194609
ENSG00000171792	
ENSG00000171794	Hs.458406
ENSG00000171798	Hs.530685
ENSG00000171804	Hs.664194
ENSG00000171806	Hs.33922
ENSG00000171811	Hs.298038
ENSG00000171811	Hs.719815
ENSG00000171824	Hs.606076
ENSG00000171853	Hs.252713
ENSG00000171858	Hs.605433
ENSG00000171858	Hs.190968
ENSG00000171861	
ENSG00000171863	
ENSG00000171864	Hs.406696
ENSG00000171867	Hs.472010
ENSG00000171951	Hs.516726
ENSG00000171951	Hs.707360
ENSG00000171953	Hs.528889
ENSG00000171984	Hs.529340
ENSG00000171987	Hs.350556
ENSG00000172020	
ENSG00000172053	Hs.79322
ENSG00000172053	Hs.630416
ENSG00000172073	Hs.132104
ENSG00000172116	Hs.534308
ENSG00000172155	Hs.490235
ENSG00000172167	Hs.657656
ENSG00000172171	Hs.317340
ENSG00000172172	Hs.333823
ENSG00000172175	Hs.601217
ENSG00000172175	Hs.599516
ENSG00000172179	
ENSG00000172209	Hs.584761
ENSG00000172209	Hs.657277
ENSG00000172239	Hs.596048
ENSG00000172239	Hs.482038
ENSG00000172239	Hs.641972
ENSG00000172239	Hs.649212
ENSG00000172244	Hs.661641
ENSG00000172269	Hs.524081
ENSG00000172301	
ENSG00000172315	Hs.440263
ENSG00000172315	Hs.700225
ENSG00000172336	
ENSG00000172339	Hs.588636
ENSG00000172339	Hs.408927
ENSG00000172361	Hs.658630
ENSG00000172409	Hs.523687
ENSG00000172410	Hs.251380
ENSG00000172425	Hs.653449
ENSG00000172426	Hs.534585
ENSG00000172428	
ENSG00000172456	Hs.444301
ENSG00000172478	Hs.193745
ENSG00000172482	Hs.144567
ENSG00000172500	
ENSG00000172508	Hs.502982
ENSG00000172524	Hs.509439
ENSG00000172530	Hs.461705
ENSG00000172530	Hs.690969
ENSG00000172551	Hs.348419
ENSG00000172568	Hs.437066
ENSG00000172586	
ENSG00000172590	Hs.619637
ENSG00000172640	Hs.446790
ENSG00000172653	Hs.514820
ENSG00000172663	Hs.600158
ENSG00000172663	Hs.288761
ENSG00000172667	Hs.596929
ENSG00000172667	Hs.371609
ENSG00000172667	Hs.611263
ENSG00000172689	Hs.591956
ENSG00000172724	Hs.50002
ENSG00000172731	Hs.7778
ENSG00000172732	Hs.288798
ENSG00000172738	Hs.520101
ENSG00000172771	Hs.652347
ENSG00000172775	Hs.396740
ENSG00000172775	Hs.707289
ENSG00000172782	Hs.448845
ENSG00000172795	Hs.607603
ENSG00000172795	Hs.443875
ENSG00000172795	Hs.627242
ENSG00000172795	Hs.631156
ENSG00000172795	Hs.731314
ENSG00000172809	Hs.560430
ENSG00000172809	Hs.629060
ENSG00000172850	Hs.618091
ENSG00000172890	Hs.556986
ENSG00000172890	Hs.722030
ENSG00000172890	Hs.738814
ENSG00000172922	Hs.718438
ENSG00000172927	Hs.523848
ENSG00000172936	Hs.82116
ENSG00000172992	Hs.463148
ENSG00000173013	Hs.656757
ENSG00000173040	Hs.605032
ENSG00000173040	Hs.87306
ENSG00000173077	Hs.148841
ENSG00000173085	Hs.729069
ENSG00000173141	Hs.458367
ENSG00000173145	Hs.603825
ENSG00000173145	Hs.74899
ENSG00000173163	
ENSG00000173226	Hs.604110
ENSG00000173230	Hs.213389
ENSG00000173230	Hs.609724
ENSG00000173230	Hs.741209
ENSG00000173237	Hs.232604
ENSG00000173250	Hs.483732
ENSG00000173302	Hs.452574
ENSG00000173349	Hs.700855
ENSG00000173376	Hs.709520
ENSG00000173402	Hs.605721
ENSG00000173402	Hs.76111
ENSG00000173402	Hs.725679
ENSG00000173402	Hs.731728
ENSG00000173409	
ENSG00000173418	
ENSG00000173421	Hs.631931
ENSG00000173436	Hs.606049
ENSG00000173436	Hs.466662
ENSG00000173436	Hs.617639
ENSG00000173452	Hs.601509
ENSG00000173452	Hs.487670
ENSG00000173456	Hs.524084
ENSG00000173456	Hs.727631
ENSG00000173456	Hs.744159
ENSG00000173464	
ENSG00000173465	
ENSG00000173503	Hs.36
ENSG00000173545	Hs.60300
ENSG00000173557	Hs.407083
ENSG00000173566	Hs.745387
ENSG00000173581	Hs.82482
ENSG00000173588	Hs.279209
ENSG00000173588	Hs.613232
ENSG00000173588	Hs.675982
ENSG00000173599	Hs.89890
ENSG00000173611	Hs.605124
ENSG00000173611	Hs.597159
ENSG00000173611	Hs.59504
ENSG00000173611	Hs.620377
ENSG00000173627	Hs.97335
ENSG00000173641	Hs.502612
ENSG00000173641	Hs.619208
ENSG00000173641	Hs.739310
ENSG00000173653	Hs.654972
ENSG00000173660	
ENSG00000173673	
ENSG00000173692	Hs.3887
ENSG00000173692	Hs.731859
ENSG00000173699	Hs.121021
ENSG00000173702	Hs.5940
ENSG00000173705	Hs.196647
ENSG00000173705	Hs.610220
ENSG00000173706	Hs.604158
ENSG00000173706	Hs.598593
ENSG00000173706	Hs.477420
ENSG00000173706	Hs.619929
ENSG00000173715	Hs.292088
ENSG00000173728	Hs.442703
ENSG00000173762	Hs.36972
ENSG00000173769	Hs.132125
ENSG00000173786	Hs.273621
ENSG00000173809	Hs.646351
ENSG00000173809	Hs.729739
ENSG00000173818	Hs.389678
ENSG00000173821	Hs.195642
ENSG00000173821	Hs.618921
ENSG00000173821	Hs.620788
ENSG00000173821	Hs.736395
ENSG00000173821	Hs.737016
ENSG00000173821	Hs.740662
ENSG00000173821	Hs.740949
ENSG00000173821	Hs.745415
ENSG00000173862	Hs.272195
ENSG00000173890	Hs.231320
ENSG00000173890	Hs.738963
ENSG00000173905	Hs.608012
ENSG00000173905	Hs.143600
ENSG00000173915	Hs.637144
ENSG00000173928	Hs.631619
ENSG00000173947	Hs.172510
ENSG00000173947	Hs.625125
ENSG00000173988	Hs.267765
ENSG00000173991	Hs.77628
ENSG00000174007	Hs.282800
ENSG00000174007	Hs.642473
ENSG00000174015	Hs.186363
ENSG00000174038	Hs.148250
ENSG00000174059	Hs.644413
ENSG00000174100	Hs.744110
ENSG00000174109	
ENSG00000174132	Hs.356108
ENSG00000174132	Hs.743484
ENSG00000174165	Hs.733954
ENSG00000174165	Hs.745365
ENSG00000174177	Hs.592074
ENSG00000174206	Hs.505871
ENSG00000174206	Hs.694135
ENSG00000174231	Hs.181368
ENSG00000174236	Hs.269836
ENSG00000174276	Hs.121025
ENSG00000174325	Hs.470892
ENSG00000174370	Hs.351133
ENSG00000174370	Hs.689860
ENSG00000174371	Hs.498248
ENSG00000174407	Hs.86507
ENSG00000174429	Hs.374668
ENSG00000174442	Hs.585062
ENSG00000174442	Hs.21331
ENSG00000174444	Hs.186350
ENSG00000174444	Hs.734195
ENSG00000174444	Hs.739034
ENSG00000174446	Hs.30174
ENSG00000174456	Hs.44817
ENSG00000174456	Hs.693277
ENSG00000174456	Hs.693776
ENSG00000174456	Hs.717455
ENSG00000174456	Hs.732489
ENSG00000174456	Hs.745564
ENSG00000174500	Hs.49614
ENSG00000174529	Hs.146928
ENSG00000174547	Hs.418450
ENSG00000174547	Hs.611590
ENSG00000174564	Hs.61232
ENSG00000174576	Hs.256036
ENSG00000174579	Hs.606332
ENSG00000174579	Hs.18631
ENSG00000174611	Hs.146730
ENSG00000174628	Hs.460217
ENSG00000174628	Hs.740058
ENSG00000174695	Hs.355606
ENSG00000174695	Hs.624743
ENSG00000174695	Hs.699494
ENSG00000174697	Hs.194236
ENSG00000174718	Hs.594482
ENSG00000174718	Hs.445129
ENSG00000174721	Hs.466120
ENSG00000174748	Hs.381219
ENSG00000174748	Hs.630818
ENSG00000174749	Hs.603509
ENSG00000174749	Hs.23439
ENSG00000174749	Hs.619066
ENSG00000174749	Hs.638424
ENSG00000174780	Hs.605767
ENSG00000174780	Hs.537696
ENSG00000174788	Hs.591400
ENSG00000174792	Hs.24510
ENSG00000174842	Hs.49105
ENSG00000174844	Hs.570579
ENSG00000174844	Hs.201378
ENSG00000174891	Hs.591283
ENSG00000174917	
ENSG00000174928	Hs.350846
ENSG00000174948	Hs.688231
ENSG00000174989	Hs.696428
ENSG00000175018	Hs.608376
ENSG00000175018	Hs.148259
ENSG00000175073	Hs.601338
ENSG00000175073	Hs.609133
ENSG00000175073	Hs.632066
ENSG00000175073	Hs.732745
ENSG00000175097	Hs.714519
ENSG00000175110	Hs.627726
ENSG00000175110	Hs.745001
ENSG00000175121	Hs.375031
ENSG00000175130	Hs.743489
ENSG00000175166	Hs.518464
ENSG00000175166	Hs.623484
ENSG00000175166	Hs.654941
ENSG00000175166	Hs.673369
ENSG00000175166	Hs.693192
ENSG00000175170	Hs.571285
ENSG00000175193	Hs.478469
ENSG00000175197	Hs.505777
ENSG00000175203	
ENSG00000175206	
ENSG00000175213	Hs.656931
ENSG00000175216	Hs.201253
ENSG00000175216	Hs.737795
ENSG00000175221	Hs.365207
ENSG00000175224	
ENSG00000175262	Hs.127026
ENSG00000175274	Hs.554791
ENSG00000175283	Hs.531563
ENSG00000175287	Hs.709447
ENSG00000175294	Hs.189105
ENSG00000175324	Hs.425311
ENSG00000175336	Hs.534302
ENSG00000175376	Hs.425178
ENSG00000175449	Hs.582513
ENSG00000175449	Hs.570999
ENSG00000175449	Hs.399758
ENSG00000175449	Hs.737998
ENSG00000175455	Hs.614124
ENSG00000175455	Hs.645028
ENSG00000175455	Hs.743731
ENSG00000175467	Hs.502883
ENSG00000175467	Hs.618087
ENSG00000175482	Hs.523829
ENSG00000175482	Hs.728948
ENSG00000175485	Hs.553570
ENSG00000175489	Hs.332156
ENSG00000175505	Hs.502977
ENSG00000175536	Hs.604608
ENSG00000175538	Hs.523899
ENSG00000175550	
ENSG00000175573	
ENSG00000175575	Hs.598189
ENSG00000175575	Hs.525017
ENSG00000175575	Hs.635189
ENSG00000175581	Hs.503239
ENSG00000175595	Hs.604790
ENSG00000175595	Hs.567265
ENSG00000175604	Hs.617179
ENSG00000175606	Hs.627125
ENSG00000175606	Hs.734792
ENSG00000175643	Hs.347524
ENSG00000175643	Hs.733558
ENSG00000175646	
ENSG00000175664	
ENSG00000175707	Hs.188881
ENSG00000175711	Hs.607824
ENSG00000175711	Hs.733194
ENSG00000175728	Hs.376151
ENSG00000175746	Hs.376109
ENSG00000175756	
ENSG00000175779	Hs.448785
ENSG00000175782	Hs.608575
ENSG00000175782	Hs.506011
ENSG00000175782	Hs.666967
ENSG00000175785	Hs.432401
ENSG00000175792	Hs.272822
ENSG00000175792	Hs.619487
ENSG00000175806	
ENSG00000175820	Hs.368382
ENSG00000175826	Hs.513913
ENSG00000175826	Hs.655134
ENSG00000175826	Hs.745368
ENSG00000175854	
ENSG00000175857	Hs.547697
ENSG00000175877	Hs.647026
ENSG00000175894	Hs.660703
ENSG00000175911	Hs.675838
ENSG00000175920	Hs.122110
ENSG00000175920	Hs.701584
ENSG00000175985	Hs.509796
ENSG00000176029	Hs.277349
ENSG00000176029	Hs.618658
ENSG00000176034	Hs.376425
ENSG00000176046	
ENSG00000176055	Hs.692420
ENSG00000176076	Hs.522753
ENSG00000176101	
ENSG00000176102	Hs.44402
ENSG00000176102	Hs.611525
ENSG00000176102	Hs.626383
ENSG00000176108	Hs.514560
ENSG00000176124	Hs.591229
ENSG00000176124	Hs.616702
ENSG00000176124	Hs.616703
ENSG00000176124	Hs.684516
ENSG00000176124	Hs.712880
ENSG00000176134	
ENSG00000176155	Hs.631724
ENSG00000176155	Hs.736857
ENSG00000176160	Hs.380061
ENSG00000176182	Hs.596228
ENSG00000176182	Hs.515478
ENSG00000176208	Hs.528902
ENSG00000176208	Hs.733620
ENSG00000176209	Hs.655320
ENSG00000176209	Hs.720452
ENSG00000176225	Hs.654809
ENSG00000176225	Hs.717904
ENSG00000176236	
ENSG00000176248	Hs.533262
ENSG00000176261	Hs.655921
ENSG00000176273	Hs.599469
ENSG00000176273	Hs.630353
ENSG00000176273	Hs.632085
ENSG00000176273	Hs.744369
ENSG00000176349	Hs.683855
ENSG00000176358	Hs.652130
ENSG00000176381	Hs.731862
ENSG00000176386	
ENSG00000176390	Hs.370168
ENSG00000176390	Hs.649372
ENSG00000176407	Hs.606879
ENSG00000176407	Hs.654968
ENSG00000176410	Hs.647046
ENSG00000176438	Hs.599750
ENSG00000176438	Hs.354645
ENSG00000176515	
ENSG00000176532	Hs.91109
ENSG00000176532	Hs.610234
ENSG00000176532	Hs.743608
ENSG00000176542	Hs.605572
ENSG00000176542	Hs.628082
ENSG00000176542	Hs.632570
ENSG00000176563	Hs.12272
ENSG00000176571	Hs.246284
ENSG00000176593	Hs.655081
ENSG00000176605	Hs.448754
ENSG00000176641	Hs.165062
ENSG00000176641	Hs.624180
ENSG00000176641	Hs.629427
ENSG00000176641	Hs.638015
ENSG00000176641	Hs.667457
ENSG00000176659	Hs.630226
ENSG00000176714	Hs.21081
ENSG00000176714	Hs.699124
ENSG00000176715	Hs.670100
ENSG00000176715	Hs.737565
ENSG00000176720	Hs.293753
ENSG00000176723	Hs.722243
ENSG00000176732	
ENSG00000176753	Hs.631718
ENSG00000176788	Hs.201641
ENSG00000176834	Hs.187624
ENSG00000176834	Hs.683419
ENSG00000176834	Hs.711971
ENSG00000176834	Hs.735329
ENSG00000176853	Hs.626322
ENSG00000176890	
ENSG00000176907	Hs.591849
ENSG00000176907	Hs.745031
ENSG00000176909	Hs.191815
ENSG00000176912	
ENSG00000176915	Hs.654628
ENSG00000176915	Hs.666964
ENSG00000176919	Hs.1285
ENSG00000176922	Hs.553561
ENSG00000176927	Hs.662411
ENSG00000176945	Hs.308992
ENSG00000176945	Hs.716831
ENSG00000176945	Hs.739367
ENSG00000176946	Hs.435759
ENSG00000176953	Hs.598266
ENSG00000176953	Hs.513470
ENSG00000176953	Hs.635529
ENSG00000176956	Hs.641724
ENSG00000176971	Hs.32478
ENSG00000176971	Hs.712718
ENSG00000176984	Hs.638417
ENSG00000176988	Hs.128580
ENSG00000176994	Hs.592944
ENSG00000176994	Hs.707728
ENSG00000177000	Hs.214142
ENSG00000177000	Hs.709010
ENSG00000177000	Hs.737916
ENSG00000177025	Hs.134209
ENSG00000177058	Hs.601289
ENSG00000177058	Hs.649685
ENSG00000177058	Hs.745105
ENSG00000177082	Hs.638146
ENSG00000177082	Hs.728276
ENSG00000177082	Hs.745027
ENSG00000177084	Hs.524871
ENSG00000177084	Hs.616423
ENSG00000177108	Hs.525485
ENSG00000177108	Hs.733317
ENSG00000177156	
ENSG00000177192	Hs.592004
ENSG00000177202	Hs.122599
ENSG00000177225	Hs.218362
ENSG00000177234	Hs.196578
ENSG00000177294	Hs.368364
ENSG00000177324	Hs.403802
ENSG00000177335	Hs.636113
ENSG00000177335	Hs.660382
ENSG00000177340	Hs.534485
ENSG00000177352	
ENSG00000177354	Hs.585480
ENSG00000177370	Hs.599605
ENSG00000177370	Hs.592108
ENSG00000177370	Hs.745034
ENSG00000177398	Hs.242520
ENSG00000177425	Hs.602479
ENSG00000177425	Hs.600405
ENSG00000177425	Hs.635425
ENSG00000177425	Hs.643130
ENSG00000177425	Hs.687319
ENSG00000177425	Hs.733764
ENSG00000177432	Hs.12554
ENSG00000177455	Hs.652262
ENSG00000177459	Hs.171455
ENSG00000177483	Hs.607265
ENSG00000177483	Hs.720233
ENSG00000177556	Hs.125213
ENSG00000177556	Hs.618558
ENSG00000177556	Hs.681736
ENSG00000177576	
ENSG00000177596	Hs.532467
ENSG00000177600	Hs.689713
ENSG00000177602	Hs.534059
ENSG00000177614	Hs.520463
ENSG00000177627	Hs.599550
ENSG00000177627	Hs.688455
ENSG00000177628	Hs.282997
ENSG00000177628	Hs.676213
ENSG00000177628	Hs.676613
ENSG00000177628	Hs.679157
ENSG00000177673	Hs.98104
ENSG00000177674	
ENSG00000177684	Hs.381372
ENSG00000177692	Hs.458308
ENSG00000177700	
ENSG00000177721	Hs.721020
ENSG00000177728	Hs.514474
ENSG00000177764	Hs.28608
ENSG00000177764	Hs.621868
ENSG00000177800	Hs.638407
ENSG00000177830	Hs.144468
ENSG00000177854	Hs.23119
ENSG00000177868	
ENSG00000177875	Hs.251699
ENSG00000177888	Hs.529439
ENSG00000177888	Hs.612678
ENSG00000177917	Hs.744874
ENSG00000177946	Hs.513832
ENSG00000177971	
ENSG00000177994	Hs.269546
ENSG00000177994	Hs.732626
ENSG00000178028	Hs.8008
ENSG00000178028	Hs.662168
ENSG00000178057	Hs.31387
ENSG00000178074	Hs.471040
ENSG00000178096	
ENSG00000178105	Hs.591931
ENSG00000178105	Hs.537526
ENSG00000178125	Hs.583933
ENSG00000178125	Hs.736151
ENSG00000178127	
ENSG00000178149	Hs.690824
ENSG00000178149	Hs.708076
ENSG00000178149	Hs.745432
ENSG00000178150	Hs.511883
ENSG00000178163	Hs.604351
ENSG00000178163	Hs.601965
ENSG00000178163	Hs.455089
ENSG00000178172	Hs.334274
ENSG00000178206	
ENSG00000178243	Hs.559511
ENSG00000178252	Hs.654815
ENSG00000178252	Hs.694641
ENSG00000178257	Hs.259636
ENSG00000178279	Hs.513349
ENSG00000178307	Hs.592945
ENSG00000178307	Hs.622572
ENSG00000178307	Hs.734888
ENSG00000178395	Hs.192090
ENSG00000178397	Hs.696146
ENSG00000178401	Hs.596765
ENSG00000178401	Hs.170298
ENSG00000178401	Hs.659300
ENSG00000178409	Hs.606064
ENSG00000178409	Hs.418045
ENSG00000178445	Hs.603778
ENSG00000178445	Hs.584238
ENSG00000178449	
ENSG00000178460	Hs.588381
ENSG00000178460	Hs.437006
ENSG00000178462	Hs.163079
ENSG00000178467	Hs.654944
ENSG00000178473	Hs.511775
ENSG00000178473	Hs.680475
ENSG00000178522	Hs.272396
ENSG00000178585	Hs.463759
ENSG00000178591	Hs.380220
ENSG00000178602	Hs.148586
ENSG00000178605	
ENSG00000178636	Hs.570735
ENSG00000178645	Hs.131287
ENSG00000178690	Hs.376146
ENSG00000178691	Hs.462732
ENSG00000178691	Hs.745193
ENSG00000178722	
ENSG00000178734	Hs.586820
ENSG00000178734	Hs.630846
ENSG00000178741	Hs.574158
ENSG00000178741	Hs.612964
ENSG00000178741	Hs.732727
ENSG00000178776	
ENSG00000178796	
ENSG00000178802	Hs.75694
ENSG00000178804	Hs.97358
ENSG00000178814	Hs.305882
ENSG00000178821	Hs.123423
ENSG00000178826	Hs.731832
ENSG00000178828	Hs.124835
ENSG00000178852	
ENSG00000178878	Hs.23388
ENSG00000178921	Hs.573976
ENSG00000178921	Hs.623475
ENSG00000178922	Hs.709864
ENSG00000178922	Hs.736551
ENSG00000178927	
ENSG00000178965	Hs.603967
ENSG00000178965	Hs.531182
ENSG00000178971	Hs.156055
ENSG00000178982	
ENSG00000178997	Hs.307999
ENSG00000179008	Hs.335754
ENSG00000179021	Hs.600879
ENSG00000179021	Hs.518099
ENSG00000179021	Hs.613290
ENSG00000179021	Hs.619451
ENSG00000179029	
ENSG00000179038	Hs.621385
ENSG00000179041	Hs.71827
ENSG00000179058	Hs.124223
ENSG00000179066	Hs.634341
ENSG00000179071	Hs.376241
ENSG00000179071	Hs.641704
ENSG00000179085	
ENSG00000179088	Hs.534649
ENSG00000179091	
ENSG00000179111	
ENSG00000179115	Hs.23111
ENSG00000179119	Hs.738650
ENSG00000179119	Hs.740204
ENSG00000179119	Hs.745113
ENSG00000179133	Hs.522360
ENSG00000179151	Hs.96852
ENSG00000179151	Hs.682454
ENSG00000179152	Hs.55131
ENSG00000179152	Hs.676572
ENSG00000179165	Hs.520097
ENSG00000179168	Hs.447948
ENSG00000179168	Hs.739433
ENSG00000179178	Hs.104476
ENSG00000179178	Hs.635552
ENSG00000179213	Hs.579612
ENSG00000179213	Hs.381087
ENSG00000179240	Hs.734014
ENSG00000179253	Hs.683806
ENSG00000179256	Hs.220931
ENSG00000179256	Hs.692344
ENSG00000179270	Hs.580394
ENSG00000179270	Hs.354243
ENSG00000179270	Hs.629820
ENSG00000179271	
ENSG00000179363	Hs.98843
ENSG00000179409	Hs.499620
ENSG00000179431	Hs.39384
ENSG00000179476	Hs.82098
ENSG00000179532	Hs.720080
ENSG00000179562	Hs.592665
ENSG00000179562	Hs.521168
ENSG00000179562	Hs.714117
ENSG00000179564	Hs.315177
ENSG00000179598	Hs.729079
ENSG00000179630	Hs.606761
ENSG00000179630	Hs.596928
ENSG00000179630	Hs.210586
ENSG00000179630	Hs.609813
ENSG00000179630	Hs.610276
ENSG00000179632	Hs.19673
ENSG00000179698	Hs.98723
ENSG00000179751	
ENSG00000179755	Hs.617031
ENSG00000179761	Hs.462585
ENSG00000179761	Hs.735798
ENSG00000179813	Hs.607053
ENSG00000179813	Hs.16970
ENSG00000179840	Hs.568595
ENSG00000179841	Hs.656683
ENSG00000179841	Hs.659607
ENSG00000179846	Hs.299256
ENSG00000179889	Hs.370781
ENSG00000179902	
ENSG00000179921	Hs.160954
ENSG00000179933	Hs.525238
ENSG00000179933	Hs.735365
ENSG00000179941	Hs.96322
ENSG00000179941	Hs.625098
ENSG00000179943	Hs.515617
ENSG00000179943	Hs.625842
ENSG00000179958	
ENSG00000179979	Hs.26410
ENSG00000179979	Hs.610327
ENSG00000179979	Hs.615247
ENSG00000179979	Hs.619536
ENSG00000179988	Hs.281004
ENSG00000179988	Hs.611585
ENSG00000179988	Hs.625085
ENSG00000180035	Hs.739240
ENSG00000180044	Hs.605583
ENSG00000180044	Hs.729755
ENSG00000180066	Hs.375059
ENSG00000180083	Hs.374924
ENSG00000180116	Hs.648205
ENSG00000180116	Hs.650821
ENSG00000180155	Hs.604828
ENSG00000180155	Hs.158665
ENSG00000180155	Hs.609884
ENSG00000180182	Hs.602565
ENSG00000180182	Hs.407604
ENSG00000180182	Hs.609904
ENSG00000180190	Hs.598020
ENSG00000180190	Hs.289293
ENSG00000180190	Hs.614387
ENSG00000180205	Hs.249828
ENSG00000180259	Hs.126516
ENSG00000180305	
ENSG00000180329	Hs.579115
ENSG00000180329	Hs.703004
ENSG00000180336	Hs.349758
ENSG00000180336	Hs.668746
ENSG00000180336	Hs.734394
ENSG00000180354	Hs.200100
ENSG00000180354	Hs.642408
ENSG00000180354	Hs.701676
ENSG00000180354	Hs.741016
ENSG00000180376	Hs.476399
ENSG00000180376	Hs.714257
ENSG00000180383	Hs.381373
ENSG00000180383	Hs.628748
ENSG00000180398	Hs.662152
ENSG00000180423	Hs.714463
ENSG00000180424	
ENSG00000180425	
ENSG00000180438	Hs.529180
ENSG00000180438	Hs.739211
ENSG00000180440	Hs.422375
ENSG00000180447	Hs.65029
ENSG00000180483	Hs.743655
ENSG00000180509	Hs.121495
ENSG00000180525	Hs.587103
ENSG00000180530	Hs.155017
ENSG00000180532	Hs.469663
ENSG00000180537	Hs.111164
ENSG00000180539	Hs.522509
ENSG00000180644	Hs.2200
ENSG00000180667	Hs.567533
ENSG00000180667	Hs.664719
ENSG00000180667	Hs.745490
ENSG00000180694	Hs.567759
ENSG00000180694	Hs.609827
ENSG00000180694	Hs.737401
ENSG00000180697	Hs.178210
ENSG00000180758	Hs.594343
ENSG00000180822	Hs.207069
ENSG00000180822	Hs.713972
ENSG00000180822	Hs.731726
ENSG00000180861	Hs.448717
ENSG00000180869	Hs.407054
ENSG00000180872	Hs.571092
ENSG00000180878	Hs.278221
ENSG00000180879	Hs.409223
ENSG00000180891	Hs.46679
ENSG00000180902	Hs.516813
ENSG00000180902	Hs.675279
ENSG00000180953	Hs.729127
ENSG00000180992	
ENSG00000180999	Hs.517991
ENSG00000181004	Hs.400698
ENSG00000181013	Hs.646574
ENSG00000181016	Hs.396189
ENSG00000181027	Hs.515493
ENSG00000181027	Hs.679147
ENSG00000181029	
ENSG00000181031	Hs.651925
ENSG00000181031	Hs.706433
ENSG00000181143	Hs.432676
ENSG00000181215	Hs.607764
ENSG00000181215	Hs.479065
ENSG00000181264	Hs.643516
ENSG00000181264	Hs.722394
ENSG00000181264	Hs.740146
ENSG00000181323	
ENSG00000181355	Hs.582912
ENSG00000181355	Hs.544715
ENSG00000181355	Hs.532138
ENSG00000181378	Hs.147762
ENSG00000181392	Hs.436743
ENSG00000181396	Hs.679963
ENSG00000181408	Hs.192720
ENSG00000181418	Hs.594936
ENSG00000181418	Hs.591044
ENSG00000181444	Hs.112158
ENSG00000181481	Hs.29874
ENSG00000181495	
ENSG00000181523	Hs.31074
ENSG00000181544	Hs.554740
ENSG00000181577	Hs.531926
ENSG00000181585	Hs.185777
ENSG00000181585	Hs.738621
ENSG00000181610	Hs.5836
ENSG00000181617	
ENSG00000181656	Hs.170053
ENSG00000181704	Hs.600214
ENSG00000181704	Hs.82719
ENSG00000181704	Hs.624562
ENSG00000181704	Hs.703343
ENSG00000181751	Hs.594642
ENSG00000181751	Hs.482976
ENSG00000181751	Hs.708215
ENSG00000181778	
ENSG00000181817	
ENSG00000181830	Hs.12211
ENSG00000181847	Hs.421750
ENSG00000181847	Hs.619510
ENSG00000181873	Hs.237017
ENSG00000181904	Hs.622372
ENSG00000181904	Hs.675901
ENSG00000181904	Hs.708536
ENSG00000181904	Hs.745271
ENSG00000181908	Hs.634142
ENSG00000181915	Hs.99821
ENSG00000181915	Hs.627282
ENSG00000181924	Hs.475387
ENSG00000181924	Hs.738115
ENSG00000181927	Hs.626750
ENSG00000181938	Hs.47125
ENSG00000181982	Hs.106432
ENSG00000181982	Hs.625676
ENSG00000181982	Hs.727080
ENSG00000181991	Hs.111286
ENSG00000182004	Hs.605372
ENSG00000182004	Hs.334612
ENSG00000182004	Hs.654418
ENSG00000182022	Hs.598695
ENSG00000182022	Hs.287537
ENSG00000182022	Hs.614304
ENSG00000182022	Hs.711426
ENSG00000182035	Hs.368028
ENSG00000182087	Hs.515003
ENSG00000182093	Hs.720889
ENSG00000182093	Hs.744958
ENSG00000182103	Hs.448218
ENSG00000182108	
ENSG00000182117	
ENSG00000182149	
ENSG00000182154	
ENSG00000182173	Hs.378501
ENSG00000182180	Hs.180312
ENSG00000182196	
ENSG00000182220	Hs.495960
ENSG00000182224	Hs.27475
ENSG00000182224	Hs.684079
ENSG00000182257	Hs.567529
ENSG00000182264	
ENSG00000182271	Hs.371005
ENSG00000182307	Hs.169615
ENSG00000182325	Hs.12271
ENSG00000182329	Hs.686898
ENSG00000182329	Hs.738013
ENSG00000182346	Hs.381382
ENSG00000182352	Hs.350775
ENSG00000182362	
ENSG00000182372	Hs.127675
ENSG00000182446	Hs.594580
ENSG00000182446	Hs.569834
ENSG00000182446	Hs.712727
ENSG00000182459	Hs.231897
ENSG00000182473	Hs.734508
ENSG00000182504	Hs.444135
ENSG00000182512	Hs.728210
ENSG00000182534	Hs.601108
ENSG00000182534	Hs.597019
ENSG00000182534	Hs.250723
ENSG00000182534	Hs.614074
ENSG00000182534	Hs.707692
ENSG00000182534	Hs.708069
ENSG00000182534	Hs.736018
ENSG00000182544	Hs.654660
ENSG00000182544	Hs.730076
ENSG00000182545	Hs.451057
ENSG00000182551	Hs.502773
ENSG00000182552	Hs.603799
ENSG00000182552	Hs.598692
ENSG00000182552	Hs.571291
ENSG00000182552	Hs.133337
ENSG00000182552	Hs.650425
ENSG00000182585	
ENSG00000182591	Hs.407654
ENSG00000182600	Hs.657509
ENSG00000182600	Hs.722279
ENSG00000182600	Hs.737091
ENSG00000182628	Hs.463607
ENSG00000182628	Hs.619211
ENSG00000182645	Hs.233407
ENSG00000182685	
ENSG00000182698	Hs.290551
ENSG00000182700	Hs.627268
ENSG00000182700	Hs.696360
ENSG00000182704	Hs.8361
ENSG00000182712	
ENSG00000182768	Hs.135471
ENSG00000182768	Hs.733213
ENSG00000182768	Hs.745223
ENSG00000182791	Hs.121072
ENSG00000182795	Hs.32417
ENSG00000182795	Hs.623069
ENSG00000182831	Hs.598255
ENSG00000182831	Hs.221497
ENSG00000182831	Hs.619849
